,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力
0,2021年10月14日09时30分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.158649444580078,0.1010650023818016,16.452442169189453,17.62761688232422,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,16.89313316345215,18.655895233154297,17.33382225036621,17.186925888061523,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
1,2021年10月14日09时30分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.746234893798828,0.1010650023818016,16.452442169189453,17.33382225036621,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.537275314331055,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
2,2021年10月14日09时30分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.746234893798828,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.00018400000408291817,0.00018400000408291817,16.89313316345215,18.655895233154297,17.62761688232422,17.186925888061523,17.186925888061523,16.452442169189453,19.537275314331055,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
3,2021年10月14日09时31分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.158649444580078,0.1010650023818016,16.452442169189453,17.62761688232422,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
4,2021年10月14日09时31分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.158649444580078,0.1010650023818016,16.452442169189453,17.921409606933594,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
5,2021年10月14日09时31分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.452442169189453,0.1010650023818016,16.452442169189453,17.921409606933594,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,16.89313316345215,18.655895233154297,17.62761688232422,17.186925888061523,17.186925888061523,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
6,2021年10月14日09时32分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.158649444580078,0.1010650023818016,16.452442169189453,17.33382225036621,14.372322082519531,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.36210060119629,17.62761688232422,16.89313316345215,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
7,2021年10月14日09时32分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.746234893798828,0.1010650023818016,16.452442169189453,17.921409606933594,14.372322082519531,14.850502014160156,0.00018400000408291817,0.00018400000408291817,16.89313316345215,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
8,2021年10月14日09时32分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.452442169189453,0.1010650023818016,16.59933853149414,17.62761688232422,14.334067344665527,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.655895233154297,17.62761688232422,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
9,2021年10月14日09时33分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,16.746234893798828,0.1010650023818016,16.452442169189453,17.33382225036621,14.372322082519531,14.850502014160156,0.00018400000408291817,0.00018400000408291817,17.186925888061523,18.655895233154297,17.33382225036621,17.4807186126709,16.89313316345215,16.452442169189453,19.83106803894043,17.62761688232422,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
